,Player,Squad,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,Expected - xA,Expected - A-xAG,KP,1/3,PPA,CrsPA,PrgP
2332,Lucas Robertone,Almería,26.5,1107,1363,81.2,19270,5863,537,594,90.4,423,498,84.9,122,209,58.4,5,2.5,2.2,+2.5,34,115,19,9,128
2333,Connor Roberts,Burnley,9.1,395,495,79.8,6987,2370,162,182,89.0,194,222,87.4,34,67,50.7,1,0.2,0.4,+0.8,7,32,8,2,38
2334,Andrew Robertson,Liverpool,18.8,1248,1547,80.7,21306,7231,609,654,93.1,495,587,84.3,122,239,51.0,2,5.4,4.4,-3.4,62,118,26,12,140
2335,Antonee Robinson,Fulham,36.3,1514,2054,73.7,27304,9830,664,796,83.4,643,813,79.1,176,324,54.3,6,4.2,3.7,+1.8,33,113,46,26,129
2336,Jack Robinson,Sheffield Utd,32.1,894,1254,71.3,17460,7680,318,364,87.4,452,554,81.6,113,286,39.5,1,1.2,1.0,-0.2,12,66,7,4,63
2337,Marc Roca,Betis,22.0,997,1193,83.6,17134,5610,473,522,90.6,387,442,87.6,99,166,59.6,2,1.4,1.7,+0.6,19,120,17,0,126
2338,Sebastian Rode,Eint Frankfurt,0.7,44,57,77.2,670,232,23,29,79.3,16,21,76.2,2,4,50.0,0,0.1,0.5,-0.1,1,3,5,0,11
2340,Sergio Rodelas,Granada,1.4,27,33,81.8,326,129,16,17,94.1,8,10,80.0,1,2,50.0,1,1.1,0.8,-0.1,2,0,1,1,1
2341,Rodri,Manchester City,32.6,3365,3656,92.0,57256,15766,1676,1774,94.5,1273,1360,93.6,340,401,84.8,9,3.9,6.1,+5.1,49,378,61,0,376
2342,Rodri,Betis,11.7,449,570,78.8,6682,1882,258,286,90.2,144,183,78.7,27,48,56.3,0,1.2,2.2,-1.2,15,36,32,6,65
2343,Oscar Rodriguez Arnaiz,Getafe,10.7,333,442,75.3,5682,1332,174,210,82.9,102,129,79.1,46,67,68.7,1,2.1,1.4,-1.1,21,39,11,1,52
2344,Damian Rodriguez,Celta Vigo,2.9,191,213,89.7,3051,813,89,92,96.7,84,89,94.4,10,21,47.6,2,0.8,0.8,+1.2,6,17,0,0,9
2345,Dani Rodriguez,Mallorca,29.1,693,1010,68.6,11921,4005,328,389,84.3,250,340,73.5,84,199,42.2,4,4.1,5.2,-0.1,48,71,27,11,118
2346,Guido Rodriguez,Betis,20.5,888,1042,85.2,15168,4610,428,466,91.8,333,375,88.8,88,131,67.2,0,0.8,0.8,-0.8,4,73,1,0,65
2347,Jay Rodriguez,Burnley,9.1,142,216,65.7,1958,396,89,119,74.8,36,52,69.2,9,27,33.3,1,0.2,0.1,+0.8,4,16,2,0,17
2348,Kirian Rodriguez,Las Palmas,35.7,2705,3062,88.3,41188,12239,1478,1587,93.1,1001,1096,91.3,148,224,66.1,2,1.6,2.8,+0.4,37,278,41,4,296
2349,Miguel Rodriguez,Celta Vigo,3.3,82,116,70.7,1127,258,48,55,87.3,26,43,60.5,1,6,16.7,0,0.2,0.2,-0.2,2,3,4,0,8
2350,Ricardo Rodriguez,Torino,30.8,1401,1677,83.5,23641,8173,669,708,94.5,584,689,84.8,117,213,54.9,2,1.4,1.8,+0.6,20,119,25,12,127
2351,Rodrygo,Real Madrid,26.4,883,1007,87.7,10417,1882,639,683,93.6,166,202,82.2,19,33,57.6,5,4.0,4.2,+1.0,46,42,44,4,90
2352,Mads Roerslev,Brentford,22.1,496,742,66.8,8448,2978,238,301,79.1,202,297,68.0,47,93,50.5,2,1.8,1.4,+0.2,15,32,23,21,43
2353,Rogerio,Wolfsburg,10.1,455,552,82.4,7185,2809,241,262,92.0,181,222,81.5,24,39,61.5,0,0.4,0.9,-0.4,6,29,11,8,57
2354,Morgan Rogers,Aston Villa,7.1,147,195,75.4,2253,847,77,99,77.8,50,60,83.3,12,14,85.7,1,0.6,0.4,+0.4,9,16,12,0,28
2355,Merlin Rohl,Freiburg,16.4,365,458,79.7,5622,1221,187,233,80.3,139,157,88.5,25,36,69.4,4,2.5,2.1,+1.5,19,36,10,4,38
2356,Alessio Romagnoli,Lazio,26.8,1604,1759,91.2,27365,9970,670,703,95.3,804,849,94.7,96,153,62.7,0,0.6,0.6,-0.6,6,82,5,1,87
2357,Simone Romagnoli,Frosinone,30.2,1221,1421,85.9,21605,8093,481,535,89.9,636,701,90.7,80,140,57.1,1,0.4,0.2,+0.6,3,22,0,0,47
2358,Carlos Romero,Villarreal,2.9,113,164,68.9,1883,736,60,74,81.1,45,62,72.6,7,19,36.8,0,0.0,0.2,0.0,0,5,1,0,6
2359,Cristian Romero,Tottenham,31.0,2390,2606,91.7,41458,16198,966,1035,93.3,1279,1341,95.4,111,158,70.3,0,0.4,1.5,-0.4,7,189,14,0,179
2360,Luka Romero,Milan,1.0,33,39,84.6,434,58,20,22,90.9,11,13,84.6,0,0,0.0,0,0.0,0.1,0.0,0,1,1,0,3
2361,Luka Romero,Almería,4.9,137,148,92.6,1744,338,93,98,94.9,37,40,92.5,1,1,100.0,0,0.1,0.1,-0.1,2,7,2,1,14
2362,Oriol Romeu,Barcelona,10.4,717,806,89.0,11315,2753,372,399,93.2,291,319,91.2,38,59,64.4,1,1.3,0.9,-0.3,8,80,8,1,66
2363,Valentin Rongier,Marseille,9.5,504,577,87.3,9308,2852,178,209,85.2,267,285,93.7,43,62,69.4,0,0.8,1.2,-0.8,9,72,10,1,73
2364,Frank Ronstadt,Darmstadt 98,0.8,35,42,83.3,479,178,21,23,91.3,13,15,86.7,0,1,0.0,0,0.1,0.1,-0.1,2,2,2,1,2
2366,Marten de Roon,Atalanta,28.9,1446,1712,84.5,26689,8394,564,630,89.5,690,779,88.6,159,239,66.5,5,1.2,1.2,+3.8,23,147,20,3,178
2367,Unai Ropero,Alavés,0.1,4,5,80.0,46,20,3,3,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2368,Vitor Roque,Barcelona,3.6,49,67,73.1,615,67,34,41,82.9,11,15,73.3,1,1,100.0,0,0.0,0.0,0.0,1,3,0,0,2
2369,Pablo Rosario,Nice,22.3,1056,1187,89.0,17440,5722,478,524,91.2,496,534,92.9,52,80,65.0,0,1.4,1.5,-1.4,17,81,14,3,93
2370,Valentin Rosier,Nice,0.6,28,33,84.8,401,158,15,17,88.2,11,12,91.7,0,2,0.0,0,0.1,0.1,-0.1,2,2,2,0,5
2371,Francesco Rossi,Atalanta,0.1,1,2,50.0,14,13,1,1,100.0,0,0,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2372,Joe Rothwell,Bournemouth,4.3,179,216,82.9,3185,863,65,68,95.6,100,108,92.6,10,30,33.3,0,0.2,0.2,-0.2,4,20,1,0,20
2373,Anthony Rouault,Stuttgart,11.2,824,931,88.5,13730,5543,406,435,93.3,344,373,92.2,61,90,67.8,2,0.8,1.2,+1.2,8,64,5,1,68
2374,Jerome Roussillon,Union Berlin,8.4,263,355,74.1,4307,2077,135,160,84.4,105,137,76.6,18,39,46.2,1,0.6,0.6,+0.4,8,21,6,3,38
2375,Nicolo Rovella,Lazio,14.6,851,976,87.2,14115,3415,412,437,94.3,351,381,92.1,66,104,63.5,2,0.5,0.6,+1.5,10,68,5,0,56
2376,Amir Rrahmani,Napoli,28.9,2028,2255,89.9,39408,13051,735,776,94.7,1008,1067,94.5,260,366,71.0,0,0.9,0.7,-0.9,14,153,3,0,113
2377,Ruan,Sassuolo,16.8,593,698,85.0,11580,3616,190,218,87.2,327,367,89.1,66,91,72.5,0,0.6,0.4,-0.6,4,22,3,0,33
2378,Pelly Ruddock Mpanzu,Luton Town,12.2,268,364,73.6,4413,1102,123,141,87.2,110,143,76.9,16,36,44.4,0,0.4,1.4,-0.4,6,17,13,2,34
2379,Antonio Rudiger,Real Madrid,30.1,1630,1815,89.8,30058,11111,625,654,95.6,860,908,94.7,130,219,59.4,0,1.2,1.0,-1.2,5,90,11,2,88
2380,Fabian Rudlin,Freiburg,0.1,4,5,80.0,89,35,1,1,100.0,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1
2381,Javier Rueda Garcia,Celta Vigo,0.2,14,16,87.5,268,73,4,5,80.0,7,8,87.5,2,2,100.0,0,0.0,0.0,0.0,0,1,0,0,1
2382,Daniele Rugani,Juventus,13.2,564,636,88.7,10905,3696,163,176,92.6,355,378,93.9,44,70,62.9,0,0.4,0.1,-0.4,3,54,1,0,46
2383,Matteo Ruggeri,Atalanta,27.2,1250,1562,80.0,19172,6806,697,780,89.4,462,560,82.5,68,148,45.9,4,1.8,2.1,+2.2,24,86,31,23,142
2384,Mario Rui,Napoli,13.4,860,1068,80.5,15400,5240,369,406,90.9,366,434,84.3,99,181,54.7,2,1.9,1.8,+0.1,26,89,19,7,90
2385,Aitor Ruibal,Betis,11.3,445,586,75.9,7163,2899,252,280,90.0,148,190,77.9,37,79,46.8,1,1.3,0.8,-0.3,11,37,14,3,54
2386,Fabian Ruiz Pena,Paris S-G,13.3,778,872,89.2,13193,2887,347,378,91.8,352,386,91.2,54,70,77.1,3,1.2,1.5,+1.8,18,53,17,2,78
2387,Sergio Ruiz,Granada,27.7,1080,1283,84.2,18617,5626,490,541,90.6,466,517,90.1,96,151,63.6,4,1.3,1.8,+2.7,12,68,23,3,113
2388,Julian Ryerson,Dortmund,19.6,974,1129,86.3,14916,3144,503,549,91.6,399,448,89.1,43,70,61.4,1,2.7,2.8,-1.7,14,46,7,5,64
2389,Frederik Ronnow,Union Berlin,33.0,951,1316,72.3,26908,19806,173,173,100.0,475,483,98.3,296,651,45.5,0,0.1,0.1,-0.1,1,36,1,0,1
2390,Jose Sa,Wolves,33.7,720,1097,65.6,17257,11201,186,190,97.9,360,369,97.6,162,522,31.0,1,0.0,0.0,+1.0,1,8,0,0,1
2392,Youssouf Sabaly,Betis,11.6,540,656,82.3,7544,2477,314,352,89.2,192,223,86.1,16,38,42.1,1,0.5,0.7,+0.5,4,33,10,1,47
2393,Emmanuel Sabbi,Le Havre,17.6,258,368,70.1,3538,1097,147,190,77.4,82,112,73.2,10,20,50.0,1,1.4,1.1,-0.4,10,21,9,3,36
2394,Stefano Sabelli,Genoa,27.0,611,977,62.5,10552,4661,307,377,81.4,228,347,65.7,61,164,37.2,1,1.9,1.9,-0.9,20,58,35,15,88
2395,Marcel Sabitzer,Dortmund,21.8,868,1067,81.3,12805,3494,478,539,88.7,292,344,84.9,51,98,52.0,3,1.8,3.0,+1.2,22,78,23,1,111
2396,Falaye Sacko,Montpellier,15.4,605,784,77.2,10049,3666,267,311,85.9,275,343,80.2,41,84,48.8,1,0.4,1.3,+0.6,7,39,13,6,63
2397,Dominic Sadi,Bournemouth,0.0,0,1,0.0,0,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2398,Umar Sadiq,Real Sociedad,12.0,131,192,68.2,1831,294,74,96,77.1,42,58,72.4,6,12,50.0,1,1.1,0.9,-0.1,10,8,4,1,13
2399,Alexis Saelemaekers,Bologna,21.0,786,1008,78.0,12039,3234,431,487,88.5,233,288,80.9,77,133,57.9,2,2.8,3.5,-0.8,44,39,35,5,77
2400,Pablo Saenz,Granada,0.2,5,7,71.4,106,61,1,1,100.0,3,4,75.0,1,1,100.0,0,0.0,0.0,0.0,0,0,2,1,2
2401,Modibo Sagnan,Montpellier,11.7,442,517,85.5,8897,3096,124,147,84.4,236,256,92.2,66,89,74.2,0,0.3,0.4,-0.3,3,27,0,0,25
2402,Wesley Said,Lens,11.3,193,268,72.0,2835,706,101,132,76.5,55,79,69.6,15,26,57.7,1,0.9,1.2,+0.1,12,20,12,2,26
2403,Theo Sainte-Luce,Montpellier,3.8,136,172,79.1,2097,901,67,73,91.8,60,75,80.0,5,14,35.7,0,0.1,0.1,-0.1,1,10,0,0,15
2404,Bukayo Saka,Arsenal,32.4,1143,1512,75.6,16891,4402,705,793,88.9,331,427,77.5,80,183,43.7,9,10.5,11.0,-1.5,91,39,73,12,126
2405,Mamadou Sakho,Montpellier,0.1,15,16,93.8,192,105,8,8,100.0,6,6,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,1
2406,Ibrahim Salah,Rennes,5.8,177,232,76.3,2754,612,97,111,87.4,60,82,73.2,12,23,52.2,1,0.5,1.2,+0.5,5,11,7,2,18
2407,Mohamed Salah,Liverpool,28.2,737,1010,73.0,10826,3213,433,510,84.9,234,331,70.7,43,65,66.2,10,11.8,7.5,-1.8,66,56,68,6,147
2408,Amine Salama,Reims,3.5,48,73,65.8,752,173,26,38,68.4,19,26,73.1,2,5,40.0,0,0.2,0.2,-0.2,5,7,1,1,7
2409,Kike Salas,Sevilla,17.8,794,1009,78.7,13465,4857,367,421,87.2,367,433,84.8,47,118,39.8,0,0.5,0.8,-0.5,5,54,6,2,61
2410,William Saliba,Arsenal,38.0,2635,2851,92.4,43599,15948,1202,1274,94.3,1298,1373,94.5,104,150,69.3,1,0.2,0.9,+0.8,6,175,6,1,157
2411,Mohammed Salisu,Monaco,11.5,657,778,84.4,11352,4819,269,302,89.1,335,372,90.1,37,75,49.3,1,0.2,0.2,+0.8,3,88,4,0,72
2412,Roland Sallai,Freiburg,20.4,416,588,70.7,6140,1376,234,269,87.0,136,184,73.9,23,64,35.9,2,3.5,3.6,-1.5,29,26,28,12,41
2413,Yoann Salmier,Le Havre,17.4,612,767,79.8,10586,4640,271,302,89.7,274,322,85.1,50,117,42.7,1,0.7,1.0,+0.3,6,43,7,1,48
2414,Salvi,Rayo Vallecano,0.3,10,12,83.3,139,17,4,4,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
2415,Lazar Samardzic,Udinese,26.4,733,987,74.3,13441,4485,341,392,87.0,246,316,77.8,122,221,55.2,2,5.5,5.0,-3.5,62,86,15,4,83
2416,Diadie Samassekou,Cádiz,1.0,45,47,95.7,771,223,23,23,100.0,12,13,92.3,8,8,100.0,0,0.0,0.0,0.0,1,8,0,0,7
2418,Diadie Samassekou,Hoffenheim,0.0,2,2,100.0,25,0,1,1,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2419,Mama Samba Balde,Lyon,6.1,88,135,65.2,1223,294,51,66,77.3,26,43,60.5,4,7,57.1,3,2.3,1.2,+0.7,13,4,4,0,11
2420,Brice Samba,Lens,33.0,880,1122,78.4,23308,15854,172,172,100.0,404,411,98.3,289,519,55.7,0,0.2,0.2,-0.2,2,18,2,0,4
2421,Albert Sambi Lokonga,Luton Town,14.5,669,766,87.3,11099,3318,319,348,91.7,253,285,88.8,55,76,72.4,3,1.4,0.8,+1.6,9,68,6,1,72
2422,Junior Sambia,Salernitana,11.5,397,508,78.1,6404,2412,213,238,89.5,135,182,74.2,38,63,60.3,2,0.9,0.6,+1.1,12,30,10,5,41
2423,Fede San Emeterio,Cádiz,1.7,43,52,82.7,818,265,13,15,86.7,21,23,91.3,7,8,87.5,0,0.1,0.2,-0.1,1,3,1,1,4
2424,Antonio Sanabria,Torino,23.7,494,624,79.2,7261,1214,287,339,84.7,143,177,80.8,33,47,70.2,0,1.4,0.9,-1.4,15,39,10,1,57
2425,Oihan Sancet,Athletic Club,21.9,641,802,79.9,9165,2212,370,432,85.6,219,266,82.3,26,37,70.3,5,4.7,2.9,+0.3,42,80,34,4,121
2426,Renato Sanches,Roma,1.6,67,77,87.0,1065,220,37,38,97.4,26,29,89.7,3,7,42.9,0,0.2,0.1,-0.2,3,5,2,1,10
2427,Ricard Sanchez,Granada,25.5,820,1091,75.2,13571,5329,443,510,86.9,285,367,77.7,71,139,51.1,0,1.9,2.7,-1.9,22,63,29,18,84
2428,Alexis Sanchez,Inter,8.5,276,367,75.2,4719,1255,143,170,84.1,77,104,74.0,41,59,69.5,5,3.1,2.8,+1.9,18,28,24,2,53
2429,Antonio Sanchez,Mallorca,16.1,378,545,69.4,6013,1779,193,236,81.8,142,182,78.0,30,63,47.6,1,0.8,1.8,+0.2,12,32,14,6,57
2430,Davinson Sanchez,Tottenham,0.9,68,75,90.7,1045,377,37,38,97.4,27,29,93.1,3,6,50.0,0,0.0,0.0,0.0,0,13,0,0,2
2431,Juanlu Sanchez,Sevilla,13.1,577,730,79.0,8548,2813,343,389,88.2,204,249,81.9,21,50,42.0,2,1.1,1.1,+0.9,17,37,20,10,50
2432,Manu Sanchez,Celta Vigo,19.7,656,866,75.8,10322,4222,357,411,86.9,244,307,79.5,39,84,46.4,5,2.7,3.0,+2.3,20,51,25,14,74
2433,Robert Sanchez,Chelsea,15.9,500,609,82.1,11860,7720,135,136,99.3,250,257,97.3,112,211,53.1,0,0.0,0.0,0.0,0,8,0,0,1
2434,Jadon Sancho,Manchester Utd,0.9,34,43,79.1,446,116,22,25,88.0,10,14,71.4,1,1,100.0,0,0.1,0.1,-0.1,1,2,2,0,4
2435,Jadon Sancho,Dortmund,10.5,414,512,80.9,5598,1668,270,311,86.8,105,122,86.1,17,28,60.7,2,3.0,3.3,-1.0,25,25,26,4,62
2436,Alex Sandro,Juventus,8.0,479,555,86.3,8623,3028,187,200,93.5,246,271,90.8,40,68,58.8,0,0.9,0.7,-0.9,5,45,7,3,43
2437,Ibou Sane,Metz,1.4,37,46,80.4,567,191,18,22,81.8,16,17,94.1,1,4,25.0,0,0.0,0.1,0.0,1,5,2,1,7
2438,Leroy Sane,Bayern Munich,23.7,878,1098,80.0,12860,3036,538,612,87.9,254,311,81.7,57,98,58.2,11,10.8,9.5,+0.2,72,43,47,2,113
2439,Sadibou Sane,Metz,9.4,254,317,80.1,5406,1557,69,82,84.1,140,161,87.0,43,68,63.2,0,0.0,0.1,0.0,1,10,2,2,19
2440,Arouna Sangante,Le Havre,29.9,1233,1521,81.1,24085,9176,453,525,86.3,586,667,87.9,166,270,61.5,0,1.2,0.9,-1.2,17,93,9,2,107
2441,Ibrahim Sangare,Nott'ham Forest,11.5,339,425,79.8,5477,1680,181,207,87.4,115,136,84.6,32,50,64.0,0,0.4,0.4,-0.4,7,34,5,0,44
2442,Morgan Sanson,Nice,21.8,630,836,75.4,10830,2818,289,331,87.3,240,300,80.0,71,147,48.3,3,4.0,3.8,-1.0,43,50,20,5,75
2444,Nicola Sansone,Lecce,8.5,207,277,74.7,3177,948,115,129,89.1,62,79,78.5,18,40,45.0,2,1.3,0.9,+0.7,17,24,10,2,36
2445,Baptiste Santamaria,Rennes,21.4,1055,1207,87.4,19511,5191,409,452,90.5,468,519,90.2,138,171,80.7,1,0.6,1.6,+0.4,13,104,15,0,134
2446,Jesus Santiago,Getafe,7.3,144,189,76.2,2242,445,80,96,83.3,56,67,83.6,7,15,46.7,0,0.4,0.2,-0.4,6,18,4,0,15
2447,Andrey Santos,Nott'ham Forest,0.1,6,6,100.0,90,31,4,4,100.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,0
2448,Andrey Santos,Strasbourg,9.2,444,511,86.9,7717,2017,186,209,89.0,216,235,91.9,32,43,74.4,0,1.0,0.8,-1.0,6,49,3,0,48
2449,Tiago Santos,Lille,26.3,1113,1396,79.7,18957,4850,509,582,87.5,483,582,83.0,94,178,52.8,2,2.3,2.6,-0.3,27,83,25,10,105
2450,Paco Sanz,Almería,0.3,7,10,70.0,154,79,2,3,66.7,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0
2451,Riccardo Saponara,Hellas Verona,3.8,87,124,70.2,1465,387,38,45,84.4,36,52,69.2,8,11,72.7,0,0.2,0.2,-0.2,3,8,3,1,14
2452,Pablo Sarabia,Wolves,19.4,684,976,70.1,11034,3731,377,439,85.9,195,263,74.1,73,168,43.5,7,5.9,4.9,+1.1,51,59,40,6,109
2453,Amin Sarr,Lyon,1.1,13,20,65.0,147,11,6,10,60.0,4,4,100.0,0,1,0.0,0,0.2,0.1,-0.2,1,1,1,0,1
2454,Amin Sarr,Wolfsburg,4.3,95,130,73.1,1094,215,62,76,81.6,17,24,70.8,4,4,100.0,0,0.2,0.2,-0.2,2,5,5,0,12
2455,Bouna Sarr,Bayern Munich,1.2,92,104,88.5,1371,286,53,58,91.4,35,40,87.5,3,4,75.0,0,0.0,0.1,0.0,0,9,1,1,2
2456,Ismaila Sarr,Marseille,16.1,366,483,75.8,4949,1093,229,269,85.1,107,152,70.4,10,21,47.6,4,2.5,2.3,+1.5,20,10,15,5,36
2457,Mamadou Sarr,Lyon,0.1,4,4,100.0,57,7,2,2,100.0,2,2,100.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2458,Martin Satriano,Brest,20.7,325,456,71.3,5299,1060,172,233,73.8,105,136,77.2,33,45,73.3,4,2.9,2.6,+1.1,21,22,9,1,37
2459,Teji Savanier,Montpellier,30.7,1306,1888,69.2,27308,10471,477,582,82.0,473,618,76.5,293,562,52.1,6,6.9,8.5,-0.9,91,186,44,8,224
2460,Stefan Savic,Atlético Madrid,18.1,820,989,82.9,14666,5999,335,364,92.0,402,443,90.7,68,141,48.2,0,0.1,0.6,-0.1,1,59,7,2,66
2461,Savio,Girona,33.1,812,1064,76.3,11860,2710,469,529,88.7,265,345,76.8,42,78,53.8,10,7.9,9.9,+2.1,52,28,60,14,93
2462,Zanos Savva,Torino,0.3,5,11,45.5,95,9,1,2,50.0,4,6,66.7,0,3,0.0,0,0.0,0.0,0.0,0,0,0,0,1
2463,Saba Sazonov,Torino,4.0,163,187,87.2,3225,887,53,55,96.4,88,97,90.7,21,29,72.4,0,0.0,0.0,0.0,1,4,0,0,8
2464,Joe Scally,Gladbach,24.8,1052,1312,80.2,16405,5910,561,619,90.6,392,477,82.2,67,134,50.0,4,1.4,1.5,+2.6,16,38,15,10,75
2465,Giorgio Scalvini,Atalanta,28.3,1272,1564,81.3,20712,7854,646,721,89.6,533,622,85.7,73,157,46.5,3,1.1,1.5,+1.9,11,89,14,2,116
2466,Gianluca Scamacca,Atalanta,16.1,293,434,67.5,5369,1076,137,202,67.8,99,136,72.8,42,52,80.8,6,3.9,1.5,+2.1,33,30,14,1,41
2467,Dane Scarlett,Tottenham,0.2,2,3,66.7,25,16,1,1,100.0,1,2,50.0,0,0,0.0,0,0.0,0.0,0.0,0,1,0,0,1
2468,Kevin Schade,Brentford,3.7,58,95,61.1,819,220,36,49,73.5,19,32,59.4,2,4,50.0,1,0.7,0.7,+0.3,4,8,3,2,9
2470,Andras Schafer,Union Berlin,13.5,418,557,75.0,5933,1768,234,275,85.1,138,183,75.4,18,37,48.6,2,1.5,1.0,+0.5,18,25,11,1,59
2471,Fabian Schar,Newcastle Utd,33.9,1762,2128,82.8,36227,14874,588,647,90.9,894,985,90.8,261,437,59.7,1,0.7,1.4,+0.3,10,145,18,3,133
2472,Patrik Schick,Leverkusen,11.8,184,231,79.7,2218,317,129,155,83.2,42,50,84.0,3,4,75.0,0,1.0,1.6,-1.0,8,8,5,0,17
2473,Stefan Schimmer,Heidenheim,1.7,22,45,48.9,290,93,11,22,50.0,7,13,53.8,1,1,100.0,1,0.9,0.8,+0.1,1,1,1,1,2
2474,Xaver Schlager,RB Leipzig,27.5,1587,1798,88.3,26312,7551,749,808,92.7,703,757,92.9,104,152,68.4,5,2.6,3.1,+2.4,27,196,22,2,230
2475,Keven Schlotterbeck,Bochum,24.3,802,1027,78.1,15211,6371,282,344,82.0,434,503,86.3,78,140,55.7,1,0.6,1.1,+0.4,10,53,5,1,93
2476,Nico Schlotterbeck,Dortmund,31.8,2381,2681,88.8,46631,16883,822,869,94.6,1247,1339,93.1,282,399,70.7,1,1.9,2.1,-0.9,16,193,19,0,186
2477,Jeffrey Schlupp,Crystal Palace,15.0,247,334,74.0,3498,903,146,182,80.2,88,106,83.0,7,25,28.0,2,2.3,1.4,-0.3,19,17,9,2,33
2478,Romano Schmid,Werder Bremen,28.9,941,1211,77.7,15062,4544,475,570,83.3,350,433,80.8,77,123,62.6,6,6.3,6.7,-0.3,51,93,46,13,144
2479,Kenneth Schmidt,Freiburg,0.8,43,48,89.6,749,239,18,18,100.0,22,25,88.0,2,2,100.0,0,0.1,0.1,-0.1,2,2,1,1,4
2480,Niklas Schmidt,Toulouse,14.1,679,840,80.8,13440,4232,263,306,85.9,296,337,87.8,107,159,67.3,1,2.4,2.6,-1.4,28,80,16,7,106
2481,Benno Schmitz,Köln,12.8,502,709,70.8,7950,3765,258,301,85.7,189,261,72.4,39,88,44.3,1,0.3,1.1,+0.7,5,41,16,6,70
2482,Fabian Schnellhardt,Darmstadt 98,2.6,149,172,86.6,2555,498,59,66,89.4,77,83,92.8,9,13,69.2,0,0.1,0.1,-0.1,2,9,1,0,15
2483,Jan Schoppner,Heidenheim,22.2,444,668,66.5,7530,2508,214,293,73.0,176,240,73.3,40,78,51.3,2,1.5,1.4,+0.5,13,40,10,0,72
2484,Marcel Schuhen,Darmstadt 98,31.0,1064,1496,71.1,31713,23490,163,164,99.4,505,514,98.2,395,814,48.5,0,0.0,0.2,0.0,0,42,3,0,5
2485,Perr Schuurs,Torino,8.6,359,406,88.4,6478,1868,141,155,91.0,187,199,94.0,27,41,65.9,0,0.0,0.4,0.0,0,17,1,1,19
2486,Marvin Schwabe,Köln,34.0,1014,1305,77.7,26489,17868,171,172,99.4,553,565,97.9,289,557,51.9,0,0.1,0.2,-0.1,2,23,1,0,3
2487,Alexander Schwolow,Union Berlin,1.0,29,36,80.6,814,589,4,4,100.0,15,15,100.0,10,17,58.8,0,0.0,0.0,0.0,0,0,0,0,0
2488,Alex Scott,Bournemouth,11.3,361,474,76.2,5733,1583,186,227,81.9,138,161,85.7,25,60,41.7,1,1.7,1.1,-0.7,22,22,15,2,50
2489,Simone Scuffet,Cagliari,31.0,614,928,66.2,18771,14157,91,92,98.9,275,278,98.9,246,555,44.3,0,0.0,0.1,0.0,0,14,1,0,1
2490,Jeremy Sebas,Strasbourg,4.4,52,74,70.3,743,138,28,39,71.8,18,28,64.3,2,2,100.0,0,0.0,0.1,0.0,1,3,1,0,6
2491,Manuel Sebastian,Sevilla,1.3,45,49,91.8,831,175,16,18,88.9,21,22,95.5,6,7,85.7,0,0.1,0.0,-0.1,2,1,1,0,3
2492,Demba Seck,Torino,4.7,82,109,75.2,1195,260,44,54,81.5,32,38,84.2,3,4,75.0,0,0.1,0.2,-0.1,2,9,4,0,12
2493,Demba Seck,Frosinone,3.3,74,92,80.4,959,206,50,57,87.7,20,25,80.0,2,2,100.0,0,0.3,0.4,-0.3,3,2,2,0,9
2494,Aleksandar Sedlar,Alavés,10.5,343,405,84.7,6944,2813,115,129,89.1,178,201,88.6,46,67,68.7,0,0.1,0.1,-0.1,2,31,0,0,26
2496,Alidu Seidu,Rennes,6.6,309,362,85.4,5076,1287,150,164,91.5,133,152,87.5,17,32,53.1,0,0.1,0.1,-0.1,3,17,4,0,23
2497,Alidu Seidu,Clermont Foot,12.6,623,756,82.4,11437,3446,247,269,91.8,295,350,84.3,62,110,56.4,1,0.7,0.2,+0.3,5,43,0,0,33
2498,Nicolas Seiwald,RB Leipzig,8.0,320,390,82.1,5471,1792,148,167,88.6,139,162,85.8,27,43,62.8,2,0.3,0.4,+1.7,5,25,6,0,33
2499,Nikola Sekulov,Juventus,0.1,1,2,50.0,3,0,0,1,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2500,Davie Selke,Köln,14.1,144,234,61.5,1808,325,86,123,69.9,42,73,57.5,3,4,75.0,0,0.4,0.3,-0.4,11,12,4,0,17
